customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Predicted Churn,Churn Probability,Recommendation,Prediction Status
5326,0,0,0,1,3,1,0,2,1,1,1,1,1,1,0,0,3,19.95,4782,0,0,0.19,🤝 Maintain engagement,✅ Correct
3852,1,1,0,0,4,1,0,1,0,2,2,0,2,2,0,1,1,99.8,3759,1,1,0.67,📉 Offer retention benefit,✅ Correct
4425,1,0,0,1,18,0,1,0,0,0,0,0,0,2,0,1,2,35.0,4591,1,0,0.19,🤝 Maintain engagement,❌ Incorrect
1633,0,0,0,0,8,1,0,0,0,0,0,0,2,2,0,1,2,66.25,4534,0,0,0.39,🤝 Maintain engagement,✅ Correct
1324,1,0,0,0,35,1,2,2,1,1,1,1,1,1,2,0,0,23.3,6001,0,0,0.03,🤝 Maintain engagement,✅ Correct
4941,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,2,76.0,5820,1,1,0.6,📉 Offer retention benefit,✅ Correct
6568,0,0,0,1,66,1,2,2,1,1,1,1,1,1,2,1,1,25.3,1161,0,0,0.03,🤝 Maintain engagement,✅ Correct
611,0,0,0,1,8,0,1,0,2,0,0,2,0,2,2,1,3,44.55,2969,0,0,0.14,🤝 Maintain engagement,✅ Correct
4027,1,0,1,0,71,1,2,1,2,0,2,0,2,2,1,1,1,104.1,5735,0,0,0.24,🤝 Maintain engagement,✅ Correct
4236,1,0,1,1,43,1,2,1,0,0,2,0,0,2,0,1,0,92.55,3451,0,0,0.15,🤝 Maintain engagement,✅ Correct
4997,1,1,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,93.85,1198,1,1,0.88,📉 Offer retention benefit,✅ Correct
1856,0,1,0,0,29,1,0,1,0,2,2,0,2,2,0,1,0,101.45,2546,0,1,0.54,📉 Offer retention benefit,❌ Incorrect
5585,1,0,1,0,15,1,0,1,0,0,2,0,2,0,0,1,2,84.3,565,1,1,0.66,📉 Offer retention benefit,✅ Correct
1232,0,0,1,1,65,1,2,1,2,2,2,2,0,0,2,0,1,94.55,4965,0,0,0.1,🤝 Maintain engagement,✅ Correct
3766,0,0,0,0,35,1,2,1,0,0,2,2,2,0,0,0,2,95.5,2961,0,0,0.22,🤝 Maintain engagement,✅ Correct
3713,0,0,0,0,64,1,0,1,2,2,0,0,2,2,1,1,1,100.3,5271,0,0,0.12,🤝 Maintain engagement,✅ Correct
3429,1,0,1,1,58,0,1,0,0,0,2,2,2,2,2,1,1,55.5,2749,0,0,0.03,🤝 Maintain engagement,✅ Correct
4011,1,1,0,0,18,1,0,0,0,2,0,0,0,0,0,1,1,49.85,6254,0,0,0.4,🤝 Maintain engagement,✅ Correct
6574,0,0,1,1,67,1,2,1,0,2,0,0,0,2,0,1,0,89.55,5138,0,0,0.2,🤝 Maintain engagement,✅ Correct
2441,0,0,1,1,63,1,0,2,1,1,1,1,1,1,2,1,3,19.15,329,0,0,0.03,🤝 Maintain engagement,✅ Correct
6216,1,0,1,0,60,1,2,1,0,2,0,0,2,2,0,1,2,99.8,4902,0,1,0.56,📉 Offer retention benefit,❌ Incorrect
3810,0,1,0,0,9,1,2,1,0,0,0,0,0,2,0,1,1,84.4,5677,1,1,0.62,📉 Offer retention benefit,✅ Correct
2720,1,0,1,1,70,1,2,1,2,2,2,2,2,2,2,1,1,113.05,5944,0,0,0.1,🤝 Maintain engagement,✅ Correct
466,0,0,1,0,15,1,2,1,0,0,2,0,2,2,0,1,2,101.1,913,1,1,0.85,📉 Offer retention benefit,✅ Correct
5352,1,0,0,1,48,1,0,2,1,1,1,1,1,1,1,0,3,19.95,6409,0,0,0.04,🤝 Maintain engagement,✅ Correct
5034,0,0,1,0,12,1,0,0,0,0,2,2,2,2,0,1,2,74.15,5732,0,0,0.27,🤝 Maintain engagement,✅ Correct
6187,0,1,1,0,71,1,2,1,2,2,2,2,0,0,1,1,2,92.0,5253,0,0,0.06,🤝 Maintain engagement,✅ Correct
4894,0,1,0,0,44,1,0,1,0,0,2,0,0,0,0,0,2,73.85,2714,0,0,0.39,🤝 Maintain engagement,✅ Correct
5516,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,2,50.45,4228,1,0,0.44666666666666666,🤝 Maintain engagement,❌ Incorrect
3252,0,0,1,1,45,1,2,2,1,1,1,1,1,1,2,0,3,24.45,172,0,0,0.02,🤝 Maintain engagement,✅ Correct
4619,1,0,0,0,23,1,2,2,1,1,1,1,1,1,1,0,1,24.8,5018,0,0,0.13,🤝 Maintain engagement,✅ Correct
4772,1,0,1,0,43,1,2,0,0,0,0,2,2,0,1,1,0,64.85,2512,0,0,0.07,🤝 Maintain engagement,✅ Correct
6381,0,0,0,0,35,1,0,2,1,1,1,1,1,1,0,0,0,20.75,5710,0,0,0.09,🤝 Maintain engagement,✅ Correct
4569,0,0,1,0,9,1,0,0,2,2,0,2,2,0,0,1,3,68.95,4866,0,0,0.17,🤝 Maintain engagement,✅ Correct
1079,0,0,0,0,12,1,2,1,0,0,0,2,2,2,0,1,3,99.95,260,1,1,0.77,📉 Offer retention benefit,✅ Correct
6387,1,1,1,0,65,1,2,1,2,2,2,0,2,2,0,1,1,109.4,5632,0,0,0.15,🤝 Maintain engagement,✅ Correct
6720,1,0,0,0,2,1,2,1,0,0,2,0,2,0,0,1,2,91.4,1530,1,1,0.7,📉 Offer retention benefit,✅ Correct
1136,0,0,0,0,27,1,2,0,0,0,0,0,0,0,0,0,3,49.0,532,0,0,0.03,🤝 Maintain engagement,✅ Correct
4087,1,0,0,0,40,1,0,0,0,0,2,0,0,0,1,1,3,50.25,1657,0,0,0.14,🤝 Maintain engagement,✅ Correct
340,1,1,0,0,5,1,0,1,0,0,2,0,0,0,0,1,1,75.55,3024,1,0,0.49,🤝 Maintain engagement,❌ Incorrect
5458,0,0,1,1,8,1,0,2,1,1,1,1,1,1,1,0,1,19.9,958,0,0,0.05,🤝 Maintain engagement,✅ Correct
1702,1,1,1,0,58,1,2,1,0,2,0,0,2,2,1,1,0,97.8,4532,0,0,0.34,🤝 Maintain engagement,✅ Correct
2275,1,0,1,1,52,1,0,1,2,0,2,0,2,2,1,0,2,100.3,4395,0,0,0.08,🤝 Maintain engagement,✅ Correct
5020,0,0,1,0,3,1,0,0,0,0,2,2,0,0,0,1,3,55.8,973,0,0,0.35,🤝 Maintain engagement,✅ Correct
3916,0,0,0,1,41,1,0,1,2,2,2,2,2,2,2,1,2,111.15,3833,0,0,0.07,🤝 Maintain engagement,✅ Correct
2247,0,0,0,0,20,1,2,1,0,0,0,2,2,2,0,1,3,98.55,1665,0,1,0.51,📉 Offer retention benefit,❌ Incorrect
5989,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,2,50.05,4224,0,0,0.41,🤝 Maintain engagement,✅ Correct
2045,0,0,0,1,4,1,2,1,0,0,0,2,0,0,0,0,1,80.8,2881,1,1,0.69,📉 Offer retention benefit,✅ Correct
2053,0,0,0,0,23,1,0,2,1,1,1,1,1,1,0,0,2,20.85,3999,0,0,0.06,🤝 Maintain engagement,✅ Correct
4831,1,1,0,0,6,1,0,2,1,1,1,1,1,1,0,0,0,19.5,117,0,0,0.13,🤝 Maintain engagement,✅ Correct
1182,0,0,1,1,8,1,0,2,1,1,1,1,1,1,0,1,3,19.35,939,0,0,0.45,🤝 Maintain engagement,✅ Correct
4887,0,0,0,0,18,1,2,0,2,0,2,0,2,0,0,0,3,69.5,368,0,0,0.32,🤝 Maintain engagement,✅ Correct
130,0,1,0,0,52,0,1,0,2,0,0,0,2,2,0,1,1,48.8,2213,0,0,0.2,🤝 Maintain engagement,✅ Correct
4174,0,0,0,0,31,1,0,1,0,2,0,0,2,2,0,1,2,94.5,2573,0,0,0.38,🤝 Maintain engagement,✅ Correct
6131,0,0,1,1,29,1,0,2,1,1,1,1,1,1,0,1,3,20.65,5231,0,0,0.16,🤝 Maintain engagement,✅ Correct
1108,1,0,1,0,36,1,2,1,2,2,2,2,0,2,2,1,1,106.05,3281,0,0,0.1,🤝 Maintain engagement,✅ Correct
2428,1,0,1,0,16,1,2,1,0,2,0,0,2,2,0,1,2,100.0,964,1,1,0.76,📉 Offer retention benefit,✅ Correct
4513,0,0,1,0,42,1,2,1,0,0,2,2,2,2,1,1,2,108.3,3896,0,0,0.48,🤝 Maintain engagement,✅ Correct
5606,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,20.55,1617,1,0,0.37475,🤝 Maintain engagement,❌ Incorrect
2138,1,0,0,0,60,1,0,1,0,2,2,0,2,2,2,1,2,99.65,4873,0,0,0.17,🤝 Maintain engagement,✅ Correct
2046,0,0,0,0,5,1,2,1,0,2,2,0,0,0,0,1,2,85.3,3616,1,1,0.65,📉 Offer retention benefit,✅ Correct
4422,0,0,1,0,22,1,2,1,2,0,0,2,2,0,0,0,1,95.9,1869,0,0,0.27,🤝 Maintain engagement,✅ Correct
6925,0,0,1,0,36,1,0,2,1,1,1,1,1,1,1,0,3,20.0,5293,0,0,0.03,🤝 Maintain engagement,✅ Correct
3343,1,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,2,70.4,2437,1,0,0.47,🤝 Maintain engagement,❌ Incorrect
2991,0,0,0,0,9,1,0,0,2,0,0,2,0,2,0,0,3,64.95,4543,0,0,0.23,🤝 Maintain engagement,✅ Correct
1262,0,0,1,1,1,1,0,1,0,2,0,0,0,0,0,0,1,74.6,5722,0,0,0.37,🤝 Maintain engagement,✅ Correct
5831,0,0,1,1,12,1,0,0,2,0,0,0,0,0,0,1,2,49.2,4712,0,0,0.25,🤝 Maintain engagement,✅ Correct
6335,1,0,0,0,23,1,2,0,0,0,0,2,2,2,1,1,3,73.75,1279,0,0,0.15,🤝 Maintain engagement,✅ Correct
6663,0,0,0,0,62,1,2,1,2,2,0,0,0,2,1,1,0,92.3,4735,0,0,0.05,🤝 Maintain engagement,✅ Correct
3842,0,0,0,0,37,1,2,1,0,0,0,2,2,2,0,0,0,98.8,3011,1,0,0.46,🤝 Maintain engagement,❌ Incorrect
4955,1,0,0,0,8,1,0,2,1,1,1,1,1,1,0,0,3,19.2,1008,0,0,0.23,🤝 Maintain engagement,✅ Correct
6884,0,0,1,0,31,1,2,1,0,0,2,0,2,0,0,0,1,88.65,2334,0,0,0.24,🤝 Maintain engagement,✅ Correct
6540,0,0,1,1,13,1,2,1,0,0,0,0,0,0,0,1,1,74.4,6315,1,0,0.37,🤝 Maintain engagement,❌ Incorrect
5036,1,0,0,0,24,1,2,1,0,0,2,0,2,2,0,1,2,98.75,2053,1,1,0.79,📉 Offer retention benefit,✅ Correct
6679,0,0,1,1,45,1,2,1,0,2,2,0,0,2,0,1,0,95.95,3783,0,0,0.17,🤝 Maintain engagement,✅ Correct
4295,1,1,1,0,69,1,2,1,0,2,0,2,2,2,2,0,1,105.4,5500,0,0,0.15,🤝 Maintain engagement,✅ Correct
3576,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.25,3115,0,0,0.29,🤝 Maintain engagement,✅ Correct
3888,0,0,1,1,61,1,2,1,2,2,0,0,2,2,1,1,2,106.0,5232,1,0,0.42,🤝 Maintain engagement,❌ Incorrect
6948,0,0,0,0,41,1,2,1,0,2,2,0,2,2,0,1,2,104.7,3693,1,1,0.73,📉 Offer retention benefit,✅ Correct
4453,1,0,0,0,44,0,1,0,0,0,2,0,2,2,1,1,2,49.05,1903,0,0,0.09,🤝 Maintain engagement,✅ Correct
6288,0,0,0,0,39,0,1,0,0,0,2,2,0,0,1,0,3,35.55,567,0,0,0.09,🤝 Maintain engagement,✅ Correct
6514,0,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,1,65.1,4027,0,0,0.01,🤝 Maintain engagement,✅ Correct
6544,1,1,0,0,13,1,0,1,0,0,2,0,2,2,0,1,2,96.85,431,0,1,0.74,📉 Offer retention benefit,❌ Incorrect
509,1,0,1,1,51,1,0,0,2,2,0,2,0,2,1,1,1,69.75,3085,0,0,0.03,🤝 Maintain engagement,✅ Correct
1567,1,1,1,0,71,1,0,1,0,2,2,0,2,2,2,1,2,99.2,5629,0,0,0.26,🤝 Maintain engagement,✅ Correct
6911,0,1,0,0,22,1,2,1,0,0,0,0,2,2,0,1,2,96.7,1711,1,1,0.78,📉 Offer retention benefit,✅ Correct
3703,1,0,0,0,2,1,0,0,0,2,0,2,0,0,0,1,1,55.05,38,1,1,0.57,📉 Offer retention benefit,✅ Correct
3554,1,0,0,0,56,1,2,1,0,2,2,0,2,2,1,1,2,106.8,4850,0,0,0.33,🤝 Maintain engagement,✅ Correct
6137,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,3,51.25,4302,0,0,0.28,🤝 Maintain engagement,✅ Correct
4637,1,0,1,1,23,1,0,0,2,2,0,2,0,0,1,1,3,57.75,516,0,0,0.09,🤝 Maintain engagement,✅ Correct
5689,1,1,1,0,66,1,2,0,0,2,2,0,2,0,1,1,0,70.85,4007,0,0,0.03,🤝 Maintain engagement,✅ Correct
6070,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.55,1485,0,0,0.3443333333333333,🤝 Maintain engagement,✅ Correct
2276,0,1,0,0,19,1,2,1,0,2,0,0,2,0,0,1,2,88.2,1297,1,1,0.79,📉 Offer retention benefit,✅ Correct
4552,0,0,0,0,11,1,0,1,2,0,2,0,0,0,0,1,0,79.5,5995,0,0,0.36,🤝 Maintain engagement,✅ Correct
1828,1,0,1,1,8,1,0,2,1,1,1,1,1,1,1,1,3,19.75,833,1,0,0.22,🤝 Maintain engagement,❌ Incorrect
3119,1,0,1,1,52,1,2,1,2,2,2,0,0,2,0,0,0,98.15,4221,0,0,0.21,🤝 Maintain engagement,✅ Correct
2235,0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,2,20.25,4984,0,0,0.21,🤝 Maintain engagement,✅ Correct
2182,1,0,1,1,51,1,0,1,2,2,0,0,0,0,0,1,0,79.15,3438,0,0,0.2,🤝 Maintain engagement,✅ Correct
359,0,1,0,0,15,1,2,1,0,0,0,0,0,0,0,0,2,75.65,279,1,1,0.59,📉 Offer retention benefit,✅ Correct
1174,0,1,1,0,64,1,2,1,0,2,2,0,0,2,0,1,2,94.25,4971,0,0,0.33,🤝 Maintain engagement,✅ Correct
5011,1,0,0,0,37,0,1,0,0,0,2,0,0,2,0,1,1,40.2,877,0,0,0.3,🤝 Maintain engagement,✅ Correct
3533,0,0,0,0,13,1,0,2,1,1,1,1,1,1,2,0,3,19.95,2078,0,0,0.03,🤝 Maintain engagement,✅ Correct
4060,0,0,1,0,49,1,2,0,2,0,0,0,0,0,1,1,2,55.35,2282,0,0,0.06,🤝 Maintain engagement,✅ Correct
323,1,1,0,0,45,1,2,1,0,0,2,0,2,2,1,1,0,102.15,4005,0,0,0.25,🤝 Maintain engagement,✅ Correct
1204,1,0,0,0,18,1,0,1,0,0,0,0,0,0,0,1,2,71.1,451,0,0,0.47,🤝 Maintain engagement,✅ Correct
3726,0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.7,5723,1,1,0.71,📉 Offer retention benefit,✅ Correct
6238,0,0,1,0,68,0,1,0,2,0,2,0,2,2,2,1,0,54.1,3252,0,0,0.06,🤝 Maintain engagement,✅ Correct
5270,0,0,0,0,54,1,0,2,1,1,1,1,1,1,2,0,1,19.65,18,0,0,0.1,🤝 Maintain engagement,✅ Correct
1936,1,1,1,1,23,1,0,1,0,2,2,0,0,2,0,1,0,88.45,1753,0,0,0.27,🤝 Maintain engagement,✅ Correct
746,0,0,0,0,17,1,0,1,0,0,2,0,0,0,0,1,2,76.65,576,1,1,0.57,📉 Offer retention benefit,✅ Correct
5608,0,0,1,0,71,1,2,0,2,2,2,2,0,2,2,0,1,80.4,4725,0,0,0.03,🤝 Maintain engagement,✅ Correct
7028,1,0,1,1,67,1,0,2,1,1,1,1,1,1,2,1,0,19.25,671,0,0,0.01,🤝 Maintain engagement,✅ Correct
6557,1,0,1,1,14,1,2,1,0,0,0,0,2,0,0,1,2,84.8,373,0,1,0.54,📉 Offer retention benefit,❌ Incorrect
451,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.8,2158,1,1,0.58,📉 Offer retention benefit,✅ Correct
4102,1,0,0,1,63,1,0,2,1,1,1,1,1,1,2,0,1,19.5,391,0,0,0.07,🤝 Maintain engagement,✅ Correct
1290,1,0,0,0,41,1,2,0,0,0,2,2,0,2,1,1,2,68.6,2482,0,0,0.15,🤝 Maintain engagement,✅ Correct
4395,1,0,1,0,17,1,2,1,0,0,0,0,2,2,0,0,2,92.6,1028,0,1,0.61,📉 Offer retention benefit,❌ Incorrect
2026,0,0,1,0,56,1,2,1,2,0,0,0,2,2,1,1,2,100.55,4580,0,0,0.14,🤝 Maintain engagement,✅ Correct
1291,1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,1,20.55,6466,0,0,0.23,🤝 Maintain engagement,✅ Correct
5600,1,0,0,0,2,0,1,0,2,2,0,0,0,2,0,1,2,42.6,5623,1,0,0.45,🤝 Maintain engagement,❌ Incorrect
4388,1,0,1,0,3,1,0,2,1,1,1,1,1,1,0,1,3,19.6,4561,0,0,0.28,🤝 Maintain engagement,✅ Correct
6493,0,0,0,0,37,1,2,0,2,2,2,2,0,0,1,0,2,67.45,2095,0,0,0.05,🤝 Maintain engagement,✅ Correct
4083,1,0,0,0,29,1,0,0,2,2,2,0,0,2,0,1,0,68.85,1574,1,0,0.3,🤝 Maintain engagement,❌ Incorrect
6562,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,3,43.55,2906,0,0,0.18,🤝 Maintain engagement,✅ Correct
1127,1,0,0,0,63,1,2,1,0,2,2,2,2,2,0,1,1,109.85,5522,0,0,0.23,🤝 Maintain engagement,✅ Correct
2101,1,0,1,1,7,1,0,2,1,1,1,1,1,1,0,0,3,20.65,1031,0,0,0.1,🤝 Maintain engagement,✅ Correct
2074,1,0,0,0,3,1,0,1,0,2,0,0,2,2,0,0,2,95.4,2530,0,0,0.47,🤝 Maintain engagement,✅ Correct
438,0,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,0,21.0,890,0,0,0.01,🤝 Maintain engagement,✅ Correct
5754,1,0,0,0,19,1,0,0,0,0,0,0,0,2,0,1,2,56.2,186,0,0,0.36,🤝 Maintain engagement,✅ Correct
6873,1,0,1,0,59,1,0,2,1,1,1,1,1,1,2,0,0,18.4,110,0,0,0.08,🤝 Maintain engagement,✅ Correct
2590,0,0,1,1,2,1,0,1,0,0,2,2,0,2,0,0,1,90.0,1494,1,1,0.59,📉 Offer retention benefit,✅ Correct
5054,1,0,1,1,35,1,2,2,1,1,1,1,1,1,0,1,2,25.75,6286,0,0,0.11,🤝 Maintain engagement,✅ Correct
3442,0,0,0,0,14,1,0,2,1,1,1,1,1,1,0,0,1,19.6,2595,0,0,0.19,🤝 Maintain engagement,✅ Correct
6026,1,0,0,0,14,1,0,1,0,0,2,0,0,0,0,0,2,75.35,56,1,1,0.6375,📉 Offer retention benefit,✅ Correct
5595,1,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,1,19.8,805,0,0,0.03,🤝 Maintain engagement,✅ Correct
5613,0,1,1,0,7,1,2,0,2,2,0,2,0,0,0,0,2,64.2,4020,0,0,0.17,🤝 Maintain engagement,✅ Correct
1996,0,0,1,1,69,1,0,0,2,2,2,2,2,0,2,1,0,75.75,4482,0,0,0.0,🤝 Maintain engagement,✅ Correct
1420,1,0,1,1,72,1,2,0,0,2,0,2,2,2,2,1,2,78.95,4732,0,0,0.03,🤝 Maintain engagement,✅ Correct
4482,0,0,0,0,8,1,2,1,0,2,0,0,2,2,0,0,2,100.85,6095,1,0,0.4,🤝 Maintain engagement,❌ Incorrect
3579,1,0,1,1,4,1,0,0,2,0,0,0,0,0,0,0,2,50.3,1785,0,0,0.32,🤝 Maintain engagement,✅ Correct
1921,0,0,1,1,63,1,0,1,0,2,2,0,0,0,0,1,1,80.3,4135,0,0,0.21,🤝 Maintain engagement,✅ Correct
1666,0,0,0,0,72,1,0,2,1,1,1,1,1,1,2,0,0,19.85,803,0,0,0.02,🤝 Maintain engagement,✅ Correct
6901,1,0,0,0,46,1,0,2,1,1,1,1,1,1,2,1,2,21.1,6411,0,0,0.13,🤝 Maintain engagement,✅ Correct
216,1,0,1,0,5,1,0,1,0,0,0,0,0,0,0,0,2,69.95,2865,1,1,0.51,📉 Offer retention benefit,✅ Correct
2669,0,0,1,0,30,1,0,0,0,0,2,0,0,0,0,1,3,50.0,874,0,0,0.12,🤝 Maintain engagement,✅ Correct
3682,0,0,0,0,63,1,2,1,0,2,2,0,2,2,2,1,0,104.75,5227,0,0,0.19,🤝 Maintain engagement,✅ Correct
5061,1,0,0,0,60,1,0,2,1,1,1,1,1,1,2,0,0,19.85,244,0,0,0.02,🤝 Maintain engagement,✅ Correct
2000,1,0,1,0,63,1,2,1,0,2,2,0,2,2,1,1,2,107.5,5422,1,0,0.45,🤝 Maintain engagement,❌ Incorrect
3925,0,0,1,1,25,1,0,1,0,0,0,2,2,0,0,0,2,85.9,1821,0,0,0.37,🤝 Maintain engagement,✅ Correct
2968,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.85,3825,1,0,0.4,🤝 Maintain engagement,❌ Incorrect
7017,0,1,1,0,6,1,2,1,0,0,2,0,0,0,0,1,2,80.8,3889,0,1,0.71,📉 Offer retention benefit,❌ Incorrect
4622,0,0,0,0,22,1,2,2,1,1,1,1,1,1,2,0,3,25.25,4681,0,0,0.05,🤝 Maintain engagement,✅ Correct
1537,1,0,1,1,31,1,2,0,0,2,0,2,2,2,2,0,0,80.55,2123,0,0,0.04,🤝 Maintain engagement,✅ Correct
5520,1,0,1,1,39,1,0,1,0,0,2,2,0,0,0,1,0,81.5,2703,0,0,0.11,🤝 Maintain engagement,✅ Correct
6556,0,0,0,0,26,1,0,2,1,1,1,1,1,1,0,0,3,20.9,4343,0,0,0.05,🤝 Maintain engagement,✅ Correct
6802,1,0,1,0,53,1,0,1,2,2,2,0,2,2,1,1,0,106.1,4762,1,0,0.26,🤝 Maintain engagement,❌ Incorrect
2227,1,0,0,0,1,1,0,1,0,2,0,2,2,0,0,0,2,91.7,6347,1,0,0.5,🤝 Maintain engagement,❌ Incorrect
3269,0,0,0,0,12,1,2,0,2,2,0,2,0,0,0,1,2,67.25,6147,0,0,0.2,🤝 Maintain engagement,✅ Correct
436,1,0,0,0,16,1,2,1,0,2,2,0,0,2,0,1,1,95.6,996,1,1,0.53,📉 Offer retention benefit,✅ Correct
6915,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.35,3816,0,0,0.32,🤝 Maintain engagement,✅ Correct
5215,0,0,0,1,39,0,1,0,2,0,0,2,2,0,1,0,0,45.05,1330,0,0,0.03,🤝 Maintain engagement,✅ Correct
793,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.95,5725,1,1,0.62,📉 Offer retention benefit,✅ Correct
5873,1,0,1,1,7,0,1,0,2,0,0,2,0,0,0,0,3,34.65,2110,0,0,0.22,🤝 Maintain engagement,✅ Correct
2255,0,1,0,0,4,1,0,1,0,0,0,0,0,0,0,0,2,69.35,2260,0,1,0.51,📉 Offer retention benefit,❌ Incorrect
1823,0,1,0,0,10,1,2,1,0,0,0,0,2,2,0,1,2,95.35,6318,1,1,0.65,📉 Offer retention benefit,✅ Correct
4948,1,0,0,0,55,1,0,1,0,2,2,0,0,0,0,1,2,81.55,3835,0,0,0.3,🤝 Maintain engagement,✅ Correct
3337,0,0,1,1,72,1,0,0,0,2,2,0,2,2,2,1,0,75.4,4548,0,0,0.04,🤝 Maintain engagement,✅ Correct
990,1,0,1,0,10,1,0,0,0,0,2,0,2,2,0,1,1,67.8,5223,0,0,0.17,🤝 Maintain engagement,✅ Correct
2301,0,1,0,0,11,1,2,1,0,2,2,2,2,2,0,1,2,111.4,341,0,1,0.52,📉 Offer retention benefit,❌ Incorrect
543,1,0,1,1,15,1,0,0,0,0,0,0,0,0,0,0,2,46.3,5151,0,0,0.29,🤝 Maintain engagement,✅ Correct
2140,1,0,1,1,23,1,0,2,1,1,1,1,1,1,2,0,0,20.4,4042,0,0,0.07,🤝 Maintain engagement,✅ Correct
1939,0,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,20.05,1607,0,0,0.29075,🤝 Maintain engagement,✅ Correct
5457,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,45.0,496,1,0,0.48,🤝 Maintain engagement,❌ Incorrect
3534,0,0,1,1,47,1,0,1,2,2,2,0,0,2,1,1,2,96.1,3730,0,0,0.06,🤝 Maintain engagement,✅ Correct
3775,1,0,0,1,15,1,0,2,1,1,1,1,1,1,1,0,3,19.65,2349,0,0,0.09,🤝 Maintain engagement,✅ Correct
1347,0,0,0,0,66,1,0,1,0,2,2,0,2,2,0,0,2,99.5,5324,1,0,0.38,🤝 Maintain engagement,❌ Incorrect
677,1,1,1,0,68,1,0,0,0,2,2,2,0,0,1,1,0,60.65,3400,0,0,0.07,🤝 Maintain engagement,✅ Correct
6523,1,0,1,1,17,1,0,1,0,0,2,2,2,2,1,0,0,98.6,1203,1,1,0.57,📉 Offer retention benefit,✅ Correct
823,1,0,0,0,7,1,0,0,0,0,0,2,2,0,0,1,3,59.5,3549,1,0,0.37,🤝 Maintain engagement,❌ Incorrect
6607,0,1,1,0,12,1,0,1,0,0,0,0,0,2,0,1,2,80.45,6448,1,1,0.53,📉 Offer retention benefit,✅ Correct
5055,1,1,1,0,21,1,2,0,0,2,2,0,0,2,1,0,0,71.7,895,0,0,0.2,🤝 Maintain engagement,✅ Correct
1909,0,0,0,0,21,0,1,0,0,2,0,2,0,0,0,1,3,36.0,5916,0,0,0.14,🤝 Maintain engagement,✅ Correct
3613,1,0,1,1,56,1,2,0,2,0,0,0,2,0,1,0,0,65.2,3046,0,0,0.04,🤝 Maintain engagement,✅ Correct
1874,1,0,1,1,6,1,2,0,0,0,0,0,0,0,0,1,1,48.95,2375,0,0,0.3,🤝 Maintain engagement,✅ Correct
6979,1,1,0,0,65,0,1,0,0,2,2,0,2,2,2,1,0,53.5,3050,0,0,0.03,🤝 Maintain engagement,✅ Correct
3151,0,0,1,0,42,1,2,0,2,0,0,2,2,2,1,0,1,80.45,2930,0,0,0.14,🤝 Maintain engagement,✅ Correct
2651,1,0,1,1,68,1,2,1,2,0,2,2,2,2,2,1,0,109.05,5780,0,0,0.21,🤝 Maintain engagement,✅ Correct
4205,0,0,1,1,48,1,2,2,1,1,1,1,1,1,2,0,0,26.3,448,0,0,0.0,🤝 Maintain engagement,✅ Correct
5791,1,1,0,0,50,1,2,1,0,2,0,2,2,2,1,1,2,106.8,4463,0,0,0.21,🤝 Maintain engagement,✅ Correct
5222,1,1,0,0,7,1,0,0,0,2,2,0,2,0,0,1,2,64.95,4181,0,0,0.22,🤝 Maintain engagement,✅ Correct
5432,1,0,1,1,63,1,0,2,1,1,1,1,1,1,2,0,2,19.35,481,0,0,0.03,🤝 Maintain engagement,✅ Correct
5867,0,0,0,0,17,1,0,2,1,1,1,1,1,1,0,0,1,21.1,3296,0,0,0.21,🤝 Maintain engagement,✅ Correct
5947,1,0,1,1,42,1,0,1,0,0,0,0,2,0,0,1,1,77.95,2936,1,1,0.51,📉 Offer retention benefit,✅ Correct
420,0,0,1,1,4,1,0,2,1,1,1,1,1,1,0,0,3,18.85,6171,0,0,0.32,🤝 Maintain engagement,✅ Correct
